# 1.16.2 VA	1.17 VA	verdict	ratio	insns compared	how it was mapped	entry	extent
# Written by scripts/verify-rva-map-1170.py --tsv, which TRUNCATES this file and
# writes only what that run verified. Rows it did not produce are carried forward
# verbatim under '# CARRIED FORWARD' at the foot and named on stderr, so a narrow
# run cannot quietly delete a hand-derived pair -- but a row still leaves the
# moment someone deletes its line, and nothing restores it.
# This is the CURATED ledger. A pair derived by hand goes HERE, with its derivation
# in the `how` column -- NOT in rva-map-1162-to-1170.needed.tsv, which
# scripts/select-needed-1170-rows.py regenerates wholesale from functions.tsv.
#
# A verdict is evidence, not permission: IDENTICAL means the normalised
# instruction sequences agree, which cannot see a change in what a called
# function does.
#
# IDENTICAL vs IDENTICAL-WHOLE/IDENTICAL-LEAF is the difference between a PREFIX
# and an EXHAUSTIVE comparison. IDENTICAL stopped somewhere -- at a `ret`, at the
# instruction limit -- and says nothing about the instruction after it, which is
# why er-game-base/build.rs holds it to MIN_VERIFIED_INSNS. The other two covered
# every instruction of both bodies and found them the same length, so there is no
# next instruction to be unsure about and no floor to impose. IDENTICAL-LEAF is
# the same claim where the end had to be DECODED because neither image declares a
# .pdata entry; it additionally carries the relocation check .pdata would have
# stood in for. IDENTICAL-PREFIX is what a truncated comparison says instead of
# lying: streams matched, coverage unknown, nothing accepts it.
#
# IDENTICAL-LEAF-NOPATCH is an IDENTICAL-LEAF that cannot be hooked: same whole-
# body proof, same decoded extents, same relocation check -- and the body is
# shorter than the five bytes MinHook writes, with MinHook's own ported rules
# refusing the site in both images. er-game-base/build.rs admits it to
# VERIFIED_1162_TO_1170 (CALL and READ) and to NOTHING else. It exists because
# those two decisions used to be one: a three-byte getter was reported
# IDENTICAL-SHORT, which withdrew it from comparing as well as from hooking.
#
# PATCH-SITE-IDENTICAL is none of those: the two bodies DIFFER, and the
# difference is nowhere near the detour. Both images' .pdata declare a function
# starting at the pair, the comparison covered both bodies in full, MinHook's own
# trampoline walk (ported from vendor/minhook) succeeds at both and consumes the
# same instructions, and every differing instruction lies strictly after the last
# one it relocates -- so the patch overwrites the same prologue and the trampoline
# returns into the same instruction. The difference is additionally capped at a
# localised edit, and any substituted instruction refuses it outright. Re-run
# `verify-rva-map-1170.py <va>` on such a row to see the hunks and the window.
#
# The entry column is the OTHER half of a detour's licence: whether each image's own
# .pdata declares a function to start at that address. er-game-base/build.rs
# requires BOTH-ENTRIES before a row may carry a detour, because IDENTICAL over a
# body says the code is the same and says nothing about whether MinHook may
# relocate the five bytes it is about to overwrite.
#
# The extent column shows where each body's end came from and, when the two
# disagree, by how much: PDATA:0x120b/0x1213+8 is a body that GREW, which is
# evidence of a change that costs no decoding to see.
0x140875590	0x140876580	IDENTICAL-WHOLE	1.000	109	hand-derived 2026-09-01 (bd er-effects-rs-4uw5.13): ProfileSelect/LOAD-GAME save-slot list builder, CS::BasicViewItemList<CS::MenuSaveDataSummary,10>. It was UNMAPPED for one reason only -- this ledger had no anchor anywhere in 0x87xxxx, so map-rvas-1162-to-1170.py's second pass had no regional delta to test its 37 shape candidates against and reported 'no anchor nearby'. Manufacturing the two 0x87xxxx anchors below resolves it. Four independent confirmations. (1) Bytes: 37 shape hits at the 41B rung, exactly one at the anchors' +0xff0. (2) Region: all 197 functions.tsv pairs in 0x870000-0x880000 carry +0xff0, no exceptions. (3) Topology across the two Ghidra daemons: size 443==443, 6 callers vs 6 and 8 callees vs 8, every one landing at its own region's delta -- one caller IS 0x1409a4ed0->0x1409a6070 below, and callee GetReleaseFlag 0x140765030->0x140765e80 sits at the generic menu layer's +0xe50. (4) Decompiled body: same 10-slot loop over CS::GameDataMan::GetProfileSummary, same three vftable stores (CS::MenuViewItemListBase, CS::MenuViewItemList<CS::MenuSaveDataSummary>, CS::BasicViewItemList<CS::MenuSaveDataSummary,10>; those RTTI names are present in BOTH images), identical frame (local_ba0[331], local_138[272], 0xbd0), and the ReleaseFlag gate is `MOV byte ptr [RSP+0x20],0x3c` in both -- 1.16.2 Ghidra prints the enum name EnableProfileSelection, 1.17 prints the literal 0x3c, same id. NOT +0xe50: that extrapolation lands on 0x1408763e0, which IS a declared 1.17 function entry -- the counterpart of a DIFFERENT 1.16.2 function, 0x1408753f0 -- so a +0xe50 detour would silently hook the wrong function rather than crash	BOTH-ENTRIES	PDATA:0x1bc/0x1bc
0x1409a4670	0x1409a5810	IDENTICAL-WHOLE	1.000	381	hand-derived 2026-09-01 (bd er-effects-rs-4uw5.13): ProfileSelect ACTIVATE (OK pressed on a save slot) -- CS::ProfileLoadDialog vtable slot 20; builds and chains the MenuJob sequence that loads the chosen profile. The hardest of the four, and the only one a nearby anchor alone could NOT have rescued: its 46B masked signature matches 51 places in the 1.17 image and the true one, 0x1409a5810, is hit 39 IN IMAGE ORDER, while find_unique() capped collection at 9 hits. The right answer was discarded before the anchor pass ever saw it, and the note read 'none at the nearest anchor's delta', which reads like a disagreement and was a truncation. The cap is now MAX_SHAPE_CANDIDATES=512. Confirmations. (1) Bytes, post-fix: 51 shape candidates, exactly one at the anchors' +0x11a0. (2) Whole-body: IDENTICAL-WHOLE over 381 instructions, both .pdata extents 0x5a6, entry declared in both images. (3) Topology: size 1446==1446, callers [] on both -- it is reached through the vtable, and audit-1170-hook-targets.py sees 0 call / 1 ptr reference at the destination, exactly a vtable slot. 21 callees vs 21, every one at its own region delta (0x140739e20->0x14073ac70 and 0x1407a91e0->0x1407aa060 are already-verified rows of this ledger; DLPanic 0x141eb97a0->0x141ebb5a0 and AtomicDecrement 0x141eba200->0x141ebc000 at the 0x141xxxxx +0x1e00). (4) Body, the decisive fingerprint: BOTH images store std::_Func_impl<<lambda_4c99f2aa9be82b9e77290caf9df1593f>,std::allocator<int>,void>::vftable -- the same 32-hex-digit MSVC lambda identity hash, i.e. literally the same callback. Same FMG ids GetGR_System_Message(0x61edb) and GetGR_Dialogues(0x631fb), same dialog config {100,2,1}, same kettei/CONFIRM caption (1.17 &DAT_142a973b0, byte-checked as UTF-16LE U+6C7A U+5B9A in eldenring-deobf-1.17.bin), same field offsets +0x147 cursor, [0x161] count, [0x399] TitleFlowContext, +0x295 playgo gate. The only textual change anywhere is the FD4Singleton panic path 'w:\gr\patch116\...' -> 'w:\gr\rootbranch\...', a build-branch artifact. NOT +0xe50: that lands at 0x1409a54c0, 0x1b0 bytes INSIDE 1.17's FUN_1409a5310	BOTH-ENTRIES	PDATA:0x5a6/0x5a6
0x1409a4ed0	0x1409a6070	IDENTICAL-WHOLE	1.000	59	hand-derived 2026-09-01 (bd er-effects-rs-4uw5.13): ProfileSelect save-slot list REBUILD -- calls the list builder above, swaps the result into the view-item list at +0x1260 and restores the cursor. Unmapped only for want of a regional anchor. (1) Bytes: just 2 shape candidates at the 40B rung, one at the anchors' +0x11a0. (2) IDENTICAL-WHOLE over 59 instructions, both .pdata extents 0x105, entry declared in both. (3) Topology: size 261==261; its sole caller appears twice in both images (0x1409a4170->0x1409a5310); callees pair 1:1 -- 0x1409a2fc0->0x1409a4160, 0x1409a2b80->0x1409a3d20, 0x140739e20->0x14073ac70 (a verified row here), 0x140875590->0x140876580 (the list builder above). The fifth, 0x1409a2cf0->0x1409a3e90, is missing from the 1.17 daemon's callee list only because Ghidra INLINED the tail call into the decompilation; the reverse xref on 0x1409a3e90 does name 0x1409a6070 as a caller. (4) Body: same CS::BasicViewItemList<CS::MenuSaveDataSummary,10> / CS::MenuViewItemListBase vftable stores, same 0x21-stride destructor loop, same +0x1260/+0x1118/+0xa38 field offsets. NOT +0xe50: that lands at 0x1409a5d20, 0x510 bytes INSIDE 1.17's activate function 0x1409a5810 -- mid-body of the neighbouring target	BOTH-ENTRIES	PDATA:0x105/0x105
0x140920c90	0x140921e30	IDENTICAL-WHOLE	1.000	104	hand-derived 2026-09-01 (bd er-effects-rs-4uw5.13): CS::MatchingDialog::AddCancelButton(PropertyEditDialog*,...). Unmapped only for want of a regional anchor -- this ledger had none anywhere in 0x92xxxx. (1) Bytes: 14 shape candidates at the 43B rung, one at the anchors' +0x11a0, with 0x1409202d0 and 0x1409231d0 BRACKETING the target below and above at the same delta. (2) IDENTICAL-WHOLE over 104 instructions, both .pdata extents 0x181, entry declared in both. (3) Topology: size 385==385, 5 caller entries vs 5 (0x140919e70 MatchingDialog twice ->0x14091b010, 0x14095a460->0x14095b600, 0x140958910 twice ->0x140959ab0) and audit-1170-hook-targets.py counts 5 CALL references at the destination; callees 0x140922810->0x1409239b0, 0x140920ad0->0x140921c70, 0x140917510->0x1409186b0 -- every one exactly +0x11a0. (4) Body, decisive: BOTH images store std::_Func_impl<<lambda_633960ee0b3fb409d37bb910424db95f>,std::allocator<int>,void,CS::SceneObjProxy>::vftable -- the same MSVC lambda identity hash -- with identical frame layout (auStack_158, local_110[7], the local_c8/local_c0/local_b8 capture block) and the same param_5+0x38 proxy fetch. NOT +0xe50: that lands at 0x140921ae0, 0x10 bytes INSIDE 1.17's 0x140921ad0	BOTH-ENTRIES	PDATA:0x181/0x181
0x140875750	0x140876740	IDENTICAL-WHOLE	1.000	25	ANCHOR manufactured 2026-09-01 for bd er-effects-rs-4uw5.13, region 0x87xxxx -- which this ledger previously had NO anchor in, which is the whole reason 0x140875590 was unmappable. UNIQUE masked-signature match at 20B/17B fixed: the only place in the 1.17 image its shape occurs, so it needs no anchor of its own. 0x160 bytes above the list builder, inside REGION_RADIUS	BOTH-ENTRIES	PDATA:0x3c/0x3c
0x140875980	0x140876970	IDENTICAL-WHOLE	1.000	31	ANCHOR manufactured 2026-09-01 for bd er-effects-rs-4uw5.13, region 0x87xxxx. UNIQUE masked-signature match at 28B/18B fixed. Second, independent 0x87xxxx anchor for 0x140875590; agrees with the first at +0xff0	BOTH-ENTRIES	PDATA:0x5e/0x5e
0x1409a4e10	0x1409a5fb0	IDENTICAL-WHOLE	1.000	16	ANCHOR manufactured 2026-09-01 for bd er-effects-rs-4uw5.13, region 0x9axxxx. UNIQUE masked-signature match at 41B/28B fixed. Nearest anchor to the ProfileSelect rebuild 0x1409a4ed0 (0xc0 bytes below it) and to the activate 0x1409a4670	BOTH-ENTRIES	PDATA:0x37/0x37
0x1409a5160	0x1409a6300	BYTE-IDENTICAL	1.000	82	ANCHOR manufactured 2026-09-01 for bd er-effects-rs-4uw5.13, region 0x9axxxx. UNIQUE masked-signature match at 42B/29B fixed, and the verdict is BYTE-IDENTICAL over its whole 0x52-byte body -- the strongest form this verifier issues. Brackets 0x1409a4ed0 from above	BOTH-ENTRIES	PDATA:0x52/0x52
0x1409202d0	0x140921470	IDENTICAL-WHOLE	1.000	19	ANCHOR manufactured 2026-09-01 for bd er-effects-rs-4uw5.13, region 0x92xxxx -- which this ledger previously had NO anchor in, which is the whole reason AddCancelButton was unmappable. UNIQUE masked-signature match at 42B/26B fixed. Nearest anchor BELOW 0x140920c90	BOTH-ENTRIES	PDATA:0x46/0x46
0x1409231d0	0x140924370	IDENTICAL-WHOLE	1.000	21	ANCHOR manufactured 2026-09-01 for bd er-effects-rs-4uw5.13, region 0x92xxxx. UNIQUE masked-signature match at 40B/24B fixed. Nearest anchor ABOVE 0x140920c90 -- with 0x1409202d0 it brackets the target at one delta, order-preserving	BOTH-ENTRIES	PDATA:0x41/0x41
